res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
Louisiana,22,890,Imperial Calcasieu Regional Planning & Development District 2,69198,89463.40142607904,51420.69048395594,70916.29024169526,102614.25904574072,60432.476730474926,1758,6313,1600,6485,-0.0024856209717043845,0.002283302985635423
Michigan,26,2100,Kalamazoo County,68951,91306.39352793679,41802.25134464212,76131.97156020024,106994.53621611392,53640.52110053786,3916,4977,4271,5646,-0.009702542385172078,-0.005148583776885035
Illinois,17,1200,Madison County,68682,89684.22549547609,52195.09040743388,79018.01972246605,107065.66776174062,64127.70581844175,2361,5291,2680,4807,0.007046970094056667,-0.004644593925628258
Illinois,17,1100,St. Clair County,68618,84725.83500509575,47153.19447883836,74187.35570977685,103192.16982245346,58970.765505402975,1785,4983,2302,5369,-0.0056253461190941155,-0.007534466175056108
Minnesota,27,1200,Washington County,68598,121559.97918188458,66173.22112881948,113191.9682284807,143613.52264426587,83493.8843013513,3998,2709,3575,2889,-0.0026239832065074785,0.006166360535292574
Maryland,24,300,Frederick County,68434,105832.30081689726,65170.6773943662,107576.91595292932,131222.80876508684,84950.12781690141,3099,2982,3075,3702,-0.01052108600987813,3.507028669959377e-4
California,6,4100,Marin County,68424,128206.48912307556,57586.593892068246,137631.15470494417,167148.25180300846,84000.87682515911,5726,2612,4961,2457,0.0022652870337893137,0.011180287618379517
Florida,12,500,"Walton, Washington, Holmes & Bay Counties",68160,77461.04682325761,40729.549628533205,64053.07367611605,95431.5112052368,52455.08297515015,2873,7102,2313,7756,-0.00959507042253521,0.008215962441314555
Arkansas,5,590,Craighead,67997,75188.50497473152,40257.296318020635,59260.01060373522,88502.3135660139,49386.53299384115,1666,7260,1869,7031,0.003367795638042855,-0.0029854258276100416
Indiana,18,400,St. Joseph County,67719,88929.15561210965,44834.38628513578,72136.40593002192,102942.56296060655,54835.461201762744,2357,5055,3428,4434,0.00917024764098702,-0.015815354627209496
New York,36,3e3,Rockland County,67267,114373.88773574377,56308.18212422151,113833.04025588464,148248.08882937173,82687.45026089884,2088,3072,2672,2847,0.003344879361351034,-0.008681820209017794
Florida,12,2100,Collier County,67048,85075.88855224857,46477.199487789265,77061.01720664087,106795.96483098675,61800.54056526114,3187,5800,2555,5874,-0.0011036869108698247,0.00942608280634769
Minnesota,27,1690,Scott County,67005,113642.51633063015,67695.9886501103,111812.98408743726,137817.5952682092,86940.85864228278,2638,3130,3052,3197,-9.99925378703082e-4,-0.0061786433848220286
Montana,30,690,East Montana,66357,82527.29589925734,48828.590473457676,71664.68467269295,97659.75466580562,60114.22100430416,2398,6184,1820,5620,0.008499480084994801,0.008710460087104601
Michigan,26,800,Ottawa County,66135,90952.60970474967,54989.010949649084,81438.87265395622,106507.28205391527,67221.58988322316,2503,3411,2681,3726,-0.004762984803810388,-0.0026914644288198383
Kentucky,21,1290,Lincoln Trail Area Development District,66044,80891.40427715996,45051.157009196744,64734.0623986048,94706.89341317365,55420.830923395886,1814,6452,1726,6740,-0.004360729210829144,0.0013324450366422385
Louisiana,22,1200,Acadiana Regional Development District 4,65842,91611.41745320326,52486.47818352689,80636.79827313931,107004.26638544687,63852.91451298919,2806,5775,2873,5629,0.0022174296042040036,-0.0010175875580936181
Alabama,1,190,"Lauderdale, Colbert, Franklin & Marion",65470,79525.81841614078,44894.04314465409,62056.50387247309,92834.2610434628,53345.04359748428,1451,5922,1586,5510,0.0062929586069955705,-0.0020620131357873836
North Carolina,37,3290,Cabarrus County,65334,94713.36828770932,49494.91031225252,77936.94918411301,112760.599332633,61997.614124901,2308,4594,2016,4877,-0.004331588453179049,0.004469342149569903
Maryland,24,600,Harford County,65202,107297.70943899188,64924.377664313615,105080.63938377115,129979.36023264268,83955.71890206292,2311,3303,2321,3326,-3.527499156467593e-4,-1.5336952854206926e-4
North Carolina,37,2200,Buncombe County,65177,70642.49469204723,37321.86793189074,64835.276956278474,86367.31742472773,48142.789819084785,4608,3446,3883,3196,0.0038357089157218037,0.01112355585559323
South Carolina,45,500,York County,65151,96359.36630781062,49476.02331716192,80325.11327316063,113888.61314951115,61797.00294117647,3713,4176,2567,3509,0.010237755368298261,0.01758990652484229
Florida,12,10790,St. Johns County,65134,110555.31469852212,51428.49646213578,94843.63149903566,133432.62429765332,65188.11865452302,3781,4966,3212,4437,0.008121718303804464,0.008735836890103479
Pennsylvania,42,3700,Adams & Franklin,64692,86076.56421800947,51593.171942094574,74866.62103547943,104059.90829383886,65363.47077730066,1259,5104,1411,5367,-0.004065417671427688,-0.002349595004019044
Washington,53,11800,Kitsap County,63830,87367.84487111737,53002.197353201336,84249.01046849758,108734.13974517057,70062.22960468123,3045,5684,3039,5637,7.363308788970703e-4,9.39996866677111e-5
Pennsylvania,42,1500,Beaver County,63636,86893.35893754486,51919.80450022614,75437.71611763803,101765.85355348169,62997.046019900496,1794,4022,1640,4088,-0.0010371487837073355,0.0024200138286504494
New York,36,1800,Saratoga County,63610,106595.44829763057,57177.23852217117,98862.39954482486,128521.2280207062,72536.29758302514,3109,3534,3108,3329,0.003222763716396793,1.572079861656972e-5
Virginia,51,51255,Alexandria City,63465,114201.81713091923,47439.51522990904,118909.668353684,141086.54359331477,65757.71501293499,8553,2976,8621,2612,0.005735444733317577,-0.001071456708421965
Virginia,51,51235,Richmond City,63252,79534.207517096,32500.269727734194,69606.11170018726,97929.09013316881,44186.00982925704,5731,6013,4845,5544,0.007414785303231518,0.01400746221463353
Wisconsin,55,2e4,Washington & Ozaukee Counties,62479,112818.98583667607,61222.44392351227,100094.79472170056,134118.49021938295,77086.84176685309,2903,3161,2676,3685,-0.008386817970838201,0.0036332207621760913
Florida,12,9700,Osceola County,62467,64134.88789383701,39066.30693203725,59947.38047727643,80475.8612716763,53100.83754649868,1969,4493,1959,4934,-0.007059727536139081,1.6008452462900412e-4
California,6,8700,Santa Cruz County,62158,95342.61725016515,50269.96491775973,95328.2534391746,126302.14560724734,72548.71736414741,3246,2916,3086,2898,2.895846069693362e-4,0.0025740853952829885
California,6,7900,San Luis Obispo County,61964,88709.0487804878,47336.54912993983,83878.4787413914,113581.75018306765,66727.0011709221,3303,3535,2757,3871,-0.005422503389064619,0.008811568007230005
Virginia,51,51001,Thomas Jefferson Planning District Commission,61929,94631.78107598732,47792.96339434276,87526.91387250714,114863.71374111196,61626.7909175764,3851,2912,4101,3078,-0.0026804889470199746,-0.00403688094430719
Iowa,19,1e3,Linn County,61830,92978.69581287024,52587.23502582333,82999.51475720713,109892.33218571212,65186.11221409887,2549,3589,2445,3678,-0.0014394306970726184,0.0016820313763545205
Virginia,51,55e3,Chesapeake City,61727,96394.13607276959,54235.99141923182,90345.41904012262,119139.8216193347,71805.73780986108,2242,4261,2630,4317,-9.07220503183372e-4,-0.006285742057770506
Florida,12,100,Alachua County,61565,80585.04653098983,40247.217337375965,74527.51767769891,96861.1632747456,52345.71788864388,3886,4618,5073,4600,2.9237391374969544e-4,-0.019280435312271582
Ohio,39,5690,Clermont County,60890,103835.58972797402,51364.4123302522,81655.1501906482,122890.3221680877,64270.31133744152,1784,3712,2065,3499,0.00349811134833306,-0.004614879290523895
Louisiana,22,2200,Regional Planning Commission 1,60720,98419.2114932473,53122.8283711005,87132.11103906968,118434.97003663404,67740.51844324764,2648,4156,1984,4120,5.928853754940712e-4,0.010935441370223979
Vermont,50,100,Northwest Vermont,60717,89951.46836260331,51976.36178432011,89203.74703077953,111040.79119318182,68574.3468201041,3640,2627,3910,2716,-0.0014658168223067674,-0.004446860022728396
Idaho,16,190,Kootenai County,60655,66057.76328466054,39598.57752331409,60616.188029991965,81404.57376185458,51855.34006851487,2351,5707,2327,5458,0.004105185063061578,3.9568048800593523e-4
Florida,12,8300,Marion County,60568,79647.45493723065,38133.15275718323,59184.58127410216,93744.12160389732,48864.000083932515,1392,5925,1527,5307,0.010203407740060759,-0.0022288997490423988
Arkansas,5,100,Benton County,60300,111451.12640915594,54145.498859180036,89490.01711147721,127919.9504434907,65548.37415329769,3252,4818,2593,4112,0.011708126036484245,0.010928689883913765
North Carolina,37,1990,Iredell,6e4,98311.4494647574,47726.6405951485,75901.26555219488,116232.85388572223,59105.9714583454,1865,3678,1803,3722,-7.333333333333333e-4,0.0010333333333333334
Louisiana,22,100,Coordinating & Development Corporation 1,59853,82370.68974881194,40385.52381540361,65356.10907161804,97779.69993211134,50613.10881308844,1947,3529,2114,5138,-0.026882528862379497,-0.002790169247990911
Georgia,13,3100,Atlanta Regional Commission,59816,101661.92100221076,59382.63156560168,94966.29121577949,121559.27634487841,75358.22730565819,2511,3602,2432,3310,0.004881637020195266,0.0013207168650528286
Florida,12,11100,St. Lucie County,59673,67406.43281545244,39392.566690452404,59810.719979354144,84220.93837917279,53173.59309262166,1951,5884,1636,5641,0.004072193454326077,0.005278769292644914
New York,36,2700,Ulster County,59672,89783.92667050692,49245.15808661764,82021.10087844158,112029.23427419354,65648.56974039851,1365,3766,1515,3848,-0.0013741788443491084,-0.002513741788443491
North Carolina,37,5390,Union County,59176,111858.73380274003,51066.059564099094,90918.83076730242,134243.84793406475,64055.50196290781,2158,3912,1549,3688,0.0037853183723131,0.01029133432472624
Texas,48,4300,Jefferson County,58951,87777.40384778372,50396.12033755781,71704.13586269597,103148.60140689889,60561.92765331251,1709,5462,1464,5219,0.004122067479771336,0.004155993961086326
North Carolina,37,4190,Onslow County,58783,65783.9215262779,38475.15938727675,57399.580296896085,80836.23254139669,49876.73292397082,1830,7284,1677,7978,-0.011806134426619942,0.0026027933246006497
North Carolina,37,2690,"Rutherford, Cleveland",58741,81159.238971515,42121.09220414121,62932.059637999795,96760.81497353164,52049.32143050224,1091,3629,1144,3982,-0.0060094312320185216,-9.022658790282767e-4
Pennsylvania,42,4e3,Washington County,58650,101033.08347815665,53230.44995745238,83406.13560254863,118576.15437166656,64198.107089088175,2001,3520,2312,3576,-9.548167092924126e-4,-0.005302642796248935
Colorado,8,1e3,Mesa County,58391,70454.96890703517,43626.4723455389,65719.28593512121,86653.6601758794,56819.78360425915,2689,5300,2548,5159,0.0024147556986521897,0.0024147556986521897
Massachusetts,25,4790,Barnstable County,58374,86230.46197363018,47252.90034881586,85548.30070797901,109332.45257539122,66406.57774921975,1974,2507,1956,2783,-0.004728132387706856,3.083564600678384e-4
West Virginia,54,400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties",57896,83303.28000618286,48829.727239712825,71260.8484487853,99648.92897441842,60999.838478084755,1500,3319,1481,2860,0.007928008843443416,3.2817465800746165e-4
Missouri,29,2e3,Jefferson County,57489,84380.61354970293,52518.543253095704,74262.88187430466,100579.09718896869,65676.83974655712,1193,4824,1318,4313,0.008888656960462002,-0.0021743290020699614
Kansas,20,800,Shawnee,57381,78643.76442071675,48427.45353855006,72394.33550244875,93497.25558419243,60027.63578826237,2309,4568,2194,4206,0.006308708457503355,0.002004147714400237
Texas,48,3800,Heart of Texas COG,57319,83424.79310344828,45193.46305853593,68453.8582122413,99700.08769473131,56331.780999592556,2164,5995,2317,5965,5.23386660618643e-4,-0.0026692719691550795
Illinois,17,1300,Sangamon County,57301,89688.86809558453,48469.310268037894,79340.212958395,105978.50176282949,60067.41424406834,2993,4273,3023,4445,-0.0030016928151341163,-5.235510724071133e-4
North Dakota,38,100,West North Dakota,57222,86742.79312110608,64512.0710777718,82837.54990951864,100153.06913032346,76012.80762244349,2096,6156,1925,5600,0.009716542588514907,0.0029883611198490093
Ohio,39,5300,Warren County,56915,118994.10381639798,60764.66328264563,108990.71200746398,141162.941781562,76557.7513398109,2870,2765,2529,2663,0.001792146182904331,0.005991390670297812
Pennsylvania,42,700,Lackawanna,56879,76631.7841108603,48272.93382230372,71141.8360794898,91664.05047654879,60230.40833472245,1929,3365,2147,3495,-0.0022855535434870514,-0.0038326974806167477
Kansas,20,990,South Central Kansas,55802,68819.23739035087,46110.68869597685,61742.57015528167,80782.08388157895,55259.21851955568,1379,4817,1463,5060,-0.0043546826278628,-0.001505322389878499
Georgia,13,1700,River Valley Regional Commission,55354,74446.41071575314,36124.88769820526,62836.34271886121,90639.4734160572,48097.873584248126,2776,7167,3283,7003,0.0029627488528380964,-0.009159229685298262
Utah,49,57e3,Weber County,55087,81467.09020154022,51250.20656172328,74354.45171185202,97806.29354415862,64868.01653686827,1378,5250,1544,4534,0.012997621943471236,-0.0030134151433187503
Arkansas,5,200,Washington County,55078,90072.14275236698,46436.19212604675,74798.16529419083,105374.03820509401,56598.50097233798,2906,4772,2791,4414,0.006499872907512982,0.0020879480010167397
Tennessee,47,300,Montgomery & Stewart Counties,54941,63211.07063956187,43353.21285546701,62484.253197723556,78372.51202079272,55560.41466769144,2760,6637,3029,7021,-0.006989315811506889,-0.004896161336706649
Idaho,16,1190,Bingham,54897,69092.11506664417,44367.26418923415,62780.124618247755,82448.15758393791,55023.62509148978,2181,4166,2211,4427,-0.004754358161648178,-5.464779496147331e-4
Kentucky,21,1690,KIPDA Area Development District,54824,110141.90604026846,53416.12913843175,85938.0846122869,129793.86956521739,66539.08170377542,1140,3548,1438,4e3,-0.008244564424339705,-0.005435575660294761
Tennessee,47,2600,Williamson County,54646,127003.00269511511,66552.82494311717,128385.32379410972,151454.5723750702,84564.57750284414,4976,2556,4058,2277,0.00510558869816638,0.016799033781063573
Georgia,13,6e3,Atlanta Regional Commission,54320,77807.27340267459,55668.1294241944,79424.86210903457,95378.96352829934,70511.70741830805,2351,4610,2105,3946,0.012223858615611193,0.004528718703976436
Washington,53,10900,Yakima County,53939,82757.21816707218,43545.78306374881,63126.878771630516,98638.24817518248,55315.47561845861,1092,5316,1074,5427,-0.002057880198001446,3.337103023786129e-4
Alabama,1,1200,Shelby County,53918,98008.51295084866,56060.09773336583,94316.8875959109,116824.23713755303,69495.71888861808,2991,2786,2394,2608,0.0033013093957491007,0.0110723691531585
Illinois,17,2100,Champaign County,53647,78989.54696246084,47643.040538562855,76812.55068547983,94842.44297232066,59685.07654031904,3967,2365,4705,2638,-0.005088821369321677,-0.013756594031353105
New York,36,1100,Niagara County,53440,80451.23862417649,51422.52303028428,72682.336726824,96219.1182013176,63177.924150091254,1231,2717,1253,2858,-0.0026384730538922155,-4.116766467065868e-4
Oklahoma,40,1100,Pottawatomie,53169,78197.34184046835,52362.36297443842,70233.60321244242,92383.07839370654,62731.26199845081,1133,4120,919,3790,0.006206624160695142,0.004024901728450789
North Dakota,38,500,Cass County,52867,86651.7936310265,52562.12123582323,81887.86944987808,102840.80056929371,64615.221939773175,3335,4796,3620,3797,0.018896476062572116,-0.00539088656439745
Florida,12,9100,Okaloosa County,52819,78189.496465168,45203.61243883699,72299.4005841685,97930.63174199699,59251.09418092119,2351,4895,2685,5570,-0.012779492228175466,-0.006323482080312009
Wisconsin,55,700,West Central Wisconsin,52662,75808.44386449698,49131.86239099511,68573.04060889596,92072.42053014021,61472.649700043294,1395,3803,1568,3787,3.0382438950286736e-4,-0.003285101211499753
Hawaii,15,100,"Maui, Kalawao & Kauai Counties",52500,76087.39353461903,51256.66485631047,80136.3320232357,100047.17570344609,71075.72725964824,1713,4068,2288,3976,0.0017523809523809523,-0.010952380952380953
Washington,53,10200,"Skagit, Island & San Juan Counties",52390,74607.5679548415,48594.866063721995,73599.93200041927,94174.68562744246,64708.939092580775,1806,5216,1939,5267,-9.734682191257874e-4,-0.002538652414582936
Virginia,51,51175,Newport News City,51844,70686.27268722467,40374.14344587098,64474.37957142076,87867.1537444934,53953.37834839119,2168,5650,2356,5084,0.010917367487076614,-0.0036262634056014194
Georgia,13,3300,Georgia Mountains Regional Commission,51830,121334.41207284633,66306.44367879967,118665.12385104879,144365.46621649273,83767.2152264518,2328,2610,1983,2479,0.0025274937295002896,0.006656376615859541
Maryland,24,1500,St. Mary's & Calvert Counties,51805,118542.19292072035,70528.86826636904,110205.14028472676,144468.88470296006,91731.01648065477,2059,3247,1956,3170,0.0014863430170832931,0.00198822507479973
Mississippi,28,2e3,South Region,51799,69133.18442891461,35602.01870806977,56945.46800783134,84099.43557545316,47412.17166954188,2008,6672,1716,6160,0.009884360701944053,0.005637174462827467
Washington,53,10100,Whatcom County,51123,73833.08157396366,51595.468182568504,76337.37080724363,92420.44525496247,66874.82572631231,2439,4145,2272,3778,0.007178764939459735,0.0032666314574653285
North Carolina,37,3e3,Gaston County,50994,82292.93893712432,44052.61282024542,66664.20846922137,98245.17288426677,55157.96562032885,1726,4507,1518,3995,0.010040396909440327,0.004078911244460133
Wisconsin,55,1500,Outagamie County,50745,90363.072251234,52649.681858930686,79231.69973247981,106679.32863581086,65472.94459784129,1616,3034,1312,2917,0.0023056458764410285,0.005990738003744211
California,6,4700,Merced County,50677,77323.97492767598,43165.9006328087,63718.93150181226,95042.69651467144,56340.08320623073,791,5224,761,5827,-0.01189888904236636,5.919845294709632e-4
Ohio,39,4e3,Delaware County,50673,129639.15642415451,64023.319005531885,127687.07229576625,155245.56973814795,81780.19139060215,2946,1587,2494,1721,-0.002644406291318848,0.008919937639374025
Connecticut,9,500,Litchfield County,50643,99891.01905496854,58751.10249692351,96092.81428265576,123746.76617594682,77599.7622563614,1637,2757,1471,2741,3.1593704954287856e-4,0.003277846889007365
Montana,30,200,West Montana,50607,67691.22970505618,35752.10295395309,61239.59508856683,83067.95049157304,47736.737532580366,1995,4702,2128,4522,0.0035568202027387516,-0.0026280949275791885
